mjd,fluxcal,flt,fluxcalerr,processing
61059.63580505051,13775.171070882956,Y,975.6012607934061,gp
61060.30129090909,13695.924615600527,Y,927.4568456978938,gp
61060.96677676768,13601.67715061691,Y,872.4816111660806,gp
61061.63226262626,13492.33270190953,Y,811.6653194342946,gp
61062.29774848485,13367.766216870783,Y,746.2873424510008,gp
61062.963234343435,13227.823440390088,Y,678.0136329021933,gp
61063.628720202025,13072.320756556916,Y,609.0358133566706,gp
61064.29420606061,12901.044995858034,Y,542.2521960025008,gp
61064.9596919192,12713.753207648646,Y,481.43707268991807,gp
61065.62517777778,12510.153739971687,Y,430.9996257883335,gp
61066.29066363636,12289.763249121374,Y,392.67258824989165,gp
61066.95614949495,12052.43040331157,Y,365.14097102142625,gp
61067.621635353535,11798.827661045434,Y,346.6553654225062,gp
61068.287121212124,11529.69636914062,Y,337.88535724163114,gp
61068.95260707071,11245.749119042664,Y,342.6224229000207,gp
61069.6180929293,10947.758467173287,Y,366.0223709487716,gp
61070.28357878788,10638.392223956986,Y,407.0364298591944,gp
61070.94906464647,10322.155140292994,Y,459.51177252652695,gp
61071.61455050505,10003.611670254557,Y,518.7928708301765,gp
61072.28003636364,9687.317482933968,Y,582.2633572692938,gp
61072.945522222224,9377.826243011412,Y,648.8296328618386,gp
61073.61100808081,9079.571724567782,Y,718.2555420716733,gp
61074.2764939394,8794.546126026913,Y,789.4849794318433,gp
61074.94197979798,8522.513492654589,Y,860.5856007430792,gp
61075.60746565657,8263.16960912858,Y,929.8831176294676,gp
61076.27295151515,8016.22418924132,Y,995.9834824748859,gp
61076.93843737374,7781.400591099399,Y,1057.7338980038767,gp
61077.603923232324,7558.435545693297,Y,1114.1837546423963,gp
61078.26940909091,7347.0788984013725,Y,1164.5513460482782,gp
61078.934894949496,7147.0933633572895,Y,1208.1973243155446,gp
61079.600380808086,6958.254290313742,Y,1244.6042068568338,gp
61080.26586666667,6780.349443935328,Y,1273.3608790094568,gp
61080.93135252525,6613.178795167625,Y,1294.15111962757,gp
61081.59683838384,6456.554324610992,Y,1306.7453857792125,gp
61082.26232424242,6310.299837655666,Y,1310.995312968482,gp
61082.92781010101,6174.250791226307,Y,1306.830588215835,gp
61083.593295959596,6048.254131987324,Y,1294.2580363570614,gp
61084.258781818186,5932.168145830412,Y,1273.3629392238427,gp
61084.92426767677,5825.862318546286,Y,1244.3128043280074,gp
61085.58975353536,5729.217207521999,Y,1207.3640435681987,gp
61086.25523939394,5642.124324365867,Y,1162.8723551264784,gp
61086.92072525253,5564.486028331167,Y,1111.3080852752123,gp
61087.58621111111,5496.215430467397,Y,1053.2785743411832,gp
61088.251696969695,5437.236308391305,Y,989.5605945567759,gp
61088.917182828285,5387.483031607183,Y,921.1476218832541,gp
61089.58266868687,5346.900497311164,Y,849.3189055995477,gp
61090.24815454546,5315.44407660998,Y,775.73957814657,gp
61090.91364040404,5293.079571119503,Y,702.6006441389542,gp
61091.57912626263,5279.783179893383,Y,632.7950794428612,gp
61092.24461212121,5275.541476655536,Y,570.0756147286115,gp
61092.9100979798,5280.351397314213,Y,519.0049065400929,gp
61093.575583838385,5294.063515138402,Y,484.0266060236032,gp
61094.241069696975,5314.168171017195,Y,464.28337677137904,gp
61094.90655555556,5336.321231088209,Y,454.51005838634387,gp
61095.57204141414,5356.130194880166,Y,449.6614350462964,gp
61096.23752727273,5369.1963484748485,Y,446.1247800733111,gp
61096.90301313131,5371.1083691407175,Y,442.0867635283488,gp
61097.5684989899,5357.809519300671,Y,437.1771366280781,gp
61098.233984848484,5329.2324046679005,Y,430.2333047226356,gp
61098.899470707074,5287.726147121876,Y,420.35026742306565,gp
61099.56495656566,5235.652811685338,Y,408.7848241029687,gp
61100.23044242425,5175.356326645508,Y,399.63063118375317,gp
61100.89592828283,5109.134841283605,Y,399.7455041667713,gp
61101.56141414142,5039.1695499609095,Y,417.061076873956,gp
61102.2269,4967.527998326348,Y,458.6674073116231,gp
61030.2659,2055.277613582126,g,117.39496231375998,gp
61030.89114848485,2361.995612978235,g,143.27206073418452,gp
61031.516396969695,2687.5511141993557,g,193.37155199926622,gp
61032.14164545455,3024.0610278781187,g,231.54784652047064,gp
61032.76689393939,3363.6849150169037,g,250.23697062159852,gp
61033.39214242424,3698.57112307671,g,249.49393162473092,gp
61034.01739090909,4020.802817768934,g,233.76480594565362,gp
61034.64263939394,4322.343644930772,g,214.0303702546368,gp
61035.267887878785,4594.982754865936,g,211.57807602720757,gp
61035.89313636364,4832.246745794753,g,245.65554326058376,gp
61036.51838484848,5035.288210094373,g,304.8880002721244,gp
61037.14363333333,5206.971223245531,g,373.06741668520175,gp
61037.76888181818,5349.906330898394,g,440.8762973618612,gp
61038.39413030303,5466.4655536093,g,503.3199753405791,gp
61039.019378787874,5558.796155437327,g,557.5137582338691,gp
61039.644627272726,5628.833240457088,g,601.6583929860955,gp
61040.26987575758,5678.311235918529,g,634.5842594776418,gp
61040.89512424242,5708.774315910012,g,655.5360175233244,gp
61041.520372727275,5721.585814585901,g,664.064803289688,gp
61042.14562121212,5717.936673513416,g,659.9742947865514,gp
61042.77086969697,5698.852963356829,g,643.2985715887974,gp
61043.396118181816,5665.2025159367795,g,614.3038800333188,gp
61044.02136666667,5617.7006986913675,g,573.5151407350891,gp
61044.64661515151,5556.915359697413,g,521.7777888848385,gp
61045.271863636364,5483.270967631018,g,460.3844923392119,gp
61045.89711212121,5397.051967431582,g,391.34500263959063,gp
61046.52236060606,5298.405368825591,g,318.0205700600573,gp
61047.147609090905,5187.342581441622,g,246.7758949728889,gp
61047.77285757576,5063.7405067542095,g,191.07841347590318,gp
61048.39810606061,4927.389692987108,g,173.86128666022313,gp
61049.023354545454,4779.40645710333,g,193.35631732211732,gp
61049.648603030306,4622.474967111509,g,219.35766715782134,gp
61050.27385151515,4459.267321335824,g,234.56996235668086,gp
61050.8991,4292.367550541994,g,233.06030579396108,gp
61051.52434848485,4124.289910358095,g,214.4949403173722,gp
61052.1495969697,3957.496763351155,g,182.96239640362538,gp
61052.77484545454,3794.4161397958633,g,149.7587980936779,gp
61053.400093939395,3637.4469812782636,g,138.42233950589417,gp
61054.02534242424,3487.9598649097716,g,157.15451426306288,gp
61054.65059090909,3345.5373894879262,g,179.23944795824158,gp
61055.27583939394,3209.5903103867486,g,187.9197388621185,gp
61055.90108787879,3079.536453120521,g,178.27329609782782,gp
61056.52633636363,2954.798375617458,g,155.0609417730839,gp
61057.151584848485,2834.8010000246027,g,141.85916152830214,gp
61057.77683333334,2719.0100367383693,g,179.4024229452868,gp
61058.40208181818,2607.1983572125455,g,258.95587323316636,gp
61059.02733030303,2499.2779688634905,g,355.8387910685679,gp
61059.65257878788,2395.159700183204,g,459.43143180093034,gp
61060.27782727273,2294.7530076162316,g,565.1483471240223,gp
61060.903075757575,2197.9664687913164,g,670.5511227148935,gp
61061.52832424243,2104.708231756414,g,774.1221222448332,gp
61062.15357272727,2014.8864240930502,g,874.8233619618453,gp
61062.77882121212,1928.4095254446493,g,971.9062791729228,gp
61063.40406969697,1845.186706843241,g,1064.8154260504953,gp
61064.02931818182,1765.1281399203513,g,1153.132955716943,gp
61064.654566666664,1688.1452789657683,g,1236.5432484235625,gp
61065.279815151516,1614.1511185374086,g,1314.8086184683527,gp
61065.90506363637,1543.0604292269286,g,1387.751691337551,gp
61066.53031212121,1474.7899739671864,g,1455.2421027591272,gp
61067.155560606065,1409.25870716357,g,1517.1861697446489,gp
61067.78080909091,1346.3879587969543,g,1573.5187055843683,gp
61068.40605757576,1286.1016054952709,g,1624.1964425645215,gp
61069.031306060606,1228.3262305136866,g,1669.1926992213112,gp
61069.65655454546,1172.9912744095466,g,1708.4930372183655,gp
61070.2818030303,1120.0291781654325,g,1742.0917237847875,gp
61070.907051515154,1069.3755203830106,g,1769.9888641386299,gp
61071.5323,1020.9691501516752,g,1792.1881026960596,gp
61072.15754848485,974.7523170874988,g,1808.6948172620403,gp
61072.782796969695,930.6708000316876,g,1819.5147497606376,gp
61073.40804545455,888.6740358145785,g,1824.6530324787495,gp
61074.03329393939,848.715249480108,g,1824.1135815130906,gp
61074.658542424244,810.7515873349173,g,1817.8988401252932,gp
61075.283790909096,774.7442541460268,g,1806.0098647075652,gp
61075.90903939394,740.6586558285462,g,1788.4467556329373,gp
61076.53428787879,708.4645489240513,g,1765.2094449328936,gp
61077.15953636364,678.1361982036517,g,1736.2988630599684,gp
61077.78478484849,649.6525437056594,g,1701.7185185221206,gp
61078.41003333333,622.9973785611826,g,1661.4765377133233,gp
61079.035281818185,598.1595389568997,g,1615.5882287274871,gp
61079.66053030303,575.1331076281267,g,1564.07925377461,gp
61080.28577878788,553.9176323080637,g,1506.9895220044891,gp
61080.91102727273,534.5183605900747,g,1444.3779511306068,gp
61081.53627575758,516.94649272692,g,1376.328297186469,gp
61082.16152424242,501.21945392802127,g,1302.9563248402098,gp
61082.786772727275,487.3611877975609,g,1224.4186996990786,gp
61083.41202121213,475.4024726127809,g,1140.9241529364406,gp
61084.03726969697,465.38126223104473,g,1052.7477428103684,gp
61084.66251818182,457.3430534997451,g,960.2495065912209,gp
61085.28776666667,451.3412821347879,g,863.8996482795017,gp
61085.91301515152,447.437749146281,g,764.3140672844295,gp
61086.538263636365,445.7030799966574,g,662.3075396478956,gp
61087.16351212122,446.21721880664927,g,558.9800001966727,gp
61087.78876060606,449.0699600543212,g,455.8724026259252,gp
61088.41400909091,454.3615203595791,g,355.28988663093867,gp
61089.03925757576,462.20315310138267,g,261.0897065749343,gp
61089.66450606061,472.71780878357595,g,180.8764721911754,gp
61090.289754545454,486.03886387213515,g,130.79502104750713,gp
61090.915003030306,501.7473118647563,g,118.96459899231937,gp
61091.54025151515,518.092121068626,g,121.96741407094754,gp
61092.1655,533.1264833304631,g,142.56413315265354,gp
61031.3477,6172.32913417762,i,292.672360170167,gp
61032.10365353535,6935.501079325826,i,423.8175804008143,gp
61032.859607070706,7743.101194634044,i,657.0546330633861,gp
61033.61556060606,8586.819218577672,i,883.585065210768,gp
61034.371514141414,9458.455174777308,i,1082.6753546353154,gp
61035.127467676764,10349.884710600512,i,1248.7746431971732,gp
61035.88342121212,11253.024623542675,i,1379.9510101369988,gp
61036.63937474747,12159.798472543102,i,1475.5804509258603,gp
61037.39532828283,13062.102172122773,i,1535.7066370007478,gp
61038.15128181818,13951.769466629776,i,1560.827640668161,gp
61038.90723535354,14820.537181971566,i,1551.825473398581,gp
61039.66318888889,15660.010151251627,i,1509.9576957422603,gp
61040.41914242424,16461.625710044376,i,1436.8867616396378,gp
61041.175095959596,17216.617655717768,i,1334.744004458645,gp
61041.931049494946,17915.979563884088,i,1206.2395802455178,gp
61042.6870030303,18550.427353369945,i,1054.8512937681385,gp
61043.442956565654,19110.360988864617,i,885.177652165939,gp
61044.19891010101,19585.825208474853,i,703.7011316571981,gp
61044.95486363636,19966.469160429173,i,520.7935856771528,gp
61045.71081717172,20241.504830724123,i,357.13440299871706,gp
61046.46677070707,20399.69947272484,i,261.0304019950853,gp
61047.22272424243,20432.16334562993,i,265.2017518055277,gp
61047.97867777778,20337.096218994062,i,312.844390959698,gp
61048.73463131313,20128.89535974202,i,343.34727086009406,gp
61049.490584848485,19827.490431295097,i,331.6392003483271,gp
61050.246538383835,19452.388144808967,i,279.6800268051228,gp
61051.00249191919,19022.738403021067,i,221.8862019364919,gp
61051.75844545454,18555.970316287217,i,240.9677895937243,gp
61052.5143989899,18060.24944473317,i,316.9879191526449,gp
61053.27035252525,17542.111547362,i,378.54312123155603,gp
61054.02630606061,17008.16906417883,i,401.93622755895603,gp
61054.78225959596,16464.908760167076,i,385.57543165465654,gp
61055.538213131316,15918.718651006959,i,343.92020750213453,gp
61056.29416666667,15375.914583550504,i,313.6102877728516,gp
61057.05012020202,14844.224926961935,i,330.8205980655511,gp
61057.806073737374,14337.54018363505,i,358.8709646150979,gp
61058.562027272725,13871.42622780506,i,359.6002637304783,gp
61059.31798080808,13461.551965804887,i,320.56880512015164,gp
61060.07393434343,13123.751318905444,i,253.310075303241,gp
61060.82988787879,12866.483394219104,i,213.46972616716184,gp
61061.58584141414,12622.70792217573,i,282.5178362672438,gp
61062.3417949495,12336.629835766362,i,438.9623983361315,gp
61063.09774848485,12011.150744382117,i,617.7326619028977,gp
61063.853702020206,11651.756758204283,i,793.9787181226332,gp
61064.609655555556,11263.759110034182,i,956.7006626904198,gp
61065.365609090906,10852.315913844941,i,1099.4339670481902,gp
61066.121562626264,10422.453440217243,i,1217.826438183668,gp
61066.877516161614,9979.086971335637,i,1308.810624832775,gp
61067.63346969697,9527.041297202697,i,1370.2458814927254,gp
61068.38942323232,9071.070913768403,i,1400.7389868288565,gp
61069.14537676768,8615.87998272109,i,1399.5503860214562,gp
61069.90133030303,8166.142112254311,i,1366.552202822884,gp
61070.65728383839,7726.5200173568155,i,1302.2269129352685,gp
61071.41323737374,7301.685118120513,i,1207.7092015544085,gp
61072.169190909095,6896.337134011526,i,1084.8903925594998,gp
61072.925144444445,6515.223732399289,i,936.6428300714258,gp
61073.681097979796,6163.160289363615,i,767.3389024411365,gp
61074.43705151515,5845.04982133818,i,584.2938518964817,gp
61075.1930050505,5565.903146406839,i,402.96545120361134,gp
61075.94895858586,5330.859334637178,i,269.49205513282,gp
61076.70491212121,5144.061031882942,i,280.1210261843256,gp
61077.46086565657,5000.826791577478,i,375.71010204889876,gp
61078.21681919192,4892.674313568394,i,455.89496081337825,gp
61078.97277272728,4811.244281779145,i,492.39698636767207,gp
61079.72872626263,4748.262069288699,i,479.6507218929315,gp
61080.484679797984,4695.506211769389,i,421.0359091485541,gp
61081.240633333335,4644.7770171877055,i,330.2131277686979,gp
61081.996586868685,4587.865221419226,i,248.748952815503,gp
61082.75254040404,4516.919309776917,i,265.249815990988,gp
61083.50849393939,4428.855240625751,i,353.23148060981424,gp
61084.26444747475,4323.726559062256,i,432.659683475995,gp
61085.0204010101,4201.563059803972,i,475.89804186818236,gp
61085.77635454546,4062.313022006143,i,476.0911866110433,gp
61086.53230808081,3905.8434621820925,i,435.6674724299191,gp
61087.288261616166,3731.9401377382164,i,365.73593464716964,gp
61088.044215151516,3540.307301649824,i,291.2558496911283,gp
61088.800168686874,3331.826307877898,i,249.02460685317803,gp
61089.556122222224,3117.089332186486,i,232.95119626637216,gp
61090.312075757574,2911.2317697699036,i,264.96697394898524,gp
61091.06802929293,2725.7421437137673,i,387.0595255310628,gp
61091.82398282828,2561.1716839562578,i,552.352060916902,gp
61092.57993636364,2416.1035593153647,i,726.0747083431253,gp
61093.33588989899,2289.186479778262,i,892.6312608347811,gp
61094.09184343435,2179.130035430615,i,1043.4012717467901,gp
61094.8477969697,2084.700202430671,i,1172.7995046402066,gp
61095.603750505055,2004.7150034911756,i,1276.929754128328,gp
61096.359704040406,1938.0403107693855,i,1353.0236089076984,gp
61097.11565757576,1883.5857793660252,i,1399.1658965963525,gp
61097.87161111111,1840.3009000141465,i,1414.147454105066,gp
61098.627564646464,1807.1711597785616,i,1397.3861502569976,gp
61099.38351818182,1783.2142999105636,i,1348.8925676955382,gp
61100.13947171717,1767.4766602002055,i,1269.272735152785,gp
61100.89542525253,1759.0295994008702,i,1159.7718330181365,gp
61101.65137878788,1756.9659814900879,i,1022.3799264483272,gp
61102.40733232324,1760.3967176797305,i,860.065027681422,gp
61103.16328585859,1768.4473542350534,i,677.3561744403908,gp
61103.919239393945,1780.254696262593,i,482.24451119064867,gp
61104.675192929295,1794.9634577167817,i,295.3449913822368,gp
61105.43114646465,1810.9256515732995,i,201.658689767821,gp
61106.1871,1822.0055563998321,i,302.3435205571588,gp
61030.2901,4064.5154931527163,r,141.19336736731057,gp
61030.89538080808,4467.158055844678,r,247.86427477565542,gp
61031.50066161616,4890.001461079697,r,419.44580633630005,gp
61032.10594242424,5330.387498817356,r,588.2610150896844,gp
61032.71122323232,5785.6950922890355,r,745.2635904754392,gp
61033.316504040406,6253.332799699123,r,888.1755961611414,gp
61033.921784848484,6730.731367606711,r,1016.129421926926,gp
61034.52706565656,7215.336321033181,r,1128.7203569329338,gp
61035.13234646465,7704.600575466682,r,1225.752145745877,gp
61035.73762727273,8195.97705587622,r,1307.1490900877066,gp
61036.342908080806,8686.911308152516,r,1372.9204783457333,gp
61036.948188888884,9174.834087770332,r,1423.1449597692895,gp
61037.55346969697,9657.153911186482,r,1457.9638646336045,gp
61038.15875050505,10131.249554737135,r,1477.5792443985144,gp
61038.76403131313,10594.462486225515,r,1482.2548956569494,gp
61039.36931212121,11044.089213806987,r,1472.3196802668538,gp
61039.97459292929,11477.373537012189,r,1448.1729749507338,gp
61040.57987373737,11891.498684346976,r,1410.2924160833702,gp
61041.185154545456,12283.579321776091,r,1359.244404513371,gp
61041.790435353534,12650.653416157165,r,1295.698206109709,gp
61042.39571616161,12989.673937428977,r,1220.4450480522132,gp
61043.0009969697,13297.500383077222,r,1134.4245741775496,gp
61043.60627777778,13570.890108038056,r,1038.7627958892301,gp
61044.211558585856,13806.489442991744,r,934.8291525251509,gp
61044.81683939394,14000.824583388476,r,824.3275446149906,gp
61045.42212020202,14150.292231378338,r,709.4522424524882,gp
61046.0274010101,14251.149972237405,r,593.1768356381145,gp
61046.63268181818,14299.506366458092,r,479.83134823711725,gp
61047.23796262626,14291.310738166147,r,376.2899959638563,gp
61047.84324343434,14222.342639986571,r,294.0114690432609,gp
61048.44852424242,14088.489097639384,r,248.26059302138637,gp
61049.053805050506,13892.033963968892,r,233.0601926489029,gp
61049.659085858584,13641.641816057247,r,222.90663651642498,gp
61050.26436666666,13346.09856805054,r,205.18782363862303,gp
61050.86964747475,13014.05088340366,r,186.46226449351107,gp
61051.47492828283,12654.216365457389,r,191.70726771679864,gp
61052.080209090906,12275.744671983886,r,226.91497729068297,gp
61052.68548989899,11883.6518253686,r,266.35786168311967,gp
61053.29077070707,11482.055762277834,r,293.6113891011261,gp
61053.89605151515,11075.030101826302,r,301.6884661761864,gp
61054.501332323234,10666.615328178159,r,288.7709508313868,gp
61055.10661313131,10260.829896713636,r,256.91536588654304,gp
61055.71189393939,9861.68128556484,r,212.9972476800644,gp
61056.31717474747,9473.1766413782,r,172.3878851556104,gp
61056.922455555556,9096.557968718571,r,155.43201307945097,gp
61057.527736363634,8723.738013095635,r,165.2384658426566,gp
61058.13301717171,8349.672263990447,r,187.69126461987287,gp
61058.7382979798,7976.465207595358,r,198.9853917844021,gp
61059.34357878788,7606.753755315251,r,189.7016865721742,gp
61059.948859595956,7243.170557101421,r,163.27372287153713,gp
61060.55414040404,6888.523173478106,r,141.08460407756016,gp
61061.15942121212,6550.39905587803,r,156.96070684225026,gp
61061.7647020202,6239.5838497445475,r,227.28454296632157,gp
61062.369982828284,5957.117463757595,r,326.352338622205,gp
61062.97526363636,5701.092010663613,r,434.2310210063829,gp
61063.58054444444,5469.657389224836,r,542.2123937397216,gp
61064.18582525253,5261.017471785934,r,645.6010166843542,gp
61064.791106060606,5073.425853968689,r,741.3561438502776,gp
61065.396386868684,4905.181694738034,r,827.3046492359774,gp
61066.00166767676,4754.625639013373,r,901.8224662940336,gp
61066.60694848485,4620.135815130641,r,963.6814991948015,gp
61067.21222929293,4500.123899604327,r,1011.9663274290176,gp
61067.817510101006,4393.031241691771,r,1046.0254711955286,gp
61068.42279090909,4297.325040460317,r,1065.4425159807138,gp
61069.02807171717,4211.4945670415855,r,1070.0204788771368,gp
61069.63335252525,4134.047424893832,r,1059.776532466647,gp
61070.238633333334,4063.5058409326302,r,1034.9463543788577,gp
61070.84391414141,3998.4029804430465,r,995.9991081205156,gp
61071.44919494949,3937.2792787232975,r,943.6661230886501,gp
61072.05447575758,3878.678782433335,r,878.9895856820378,gp
61072.659756565656,3821.145493643864,r,803.4034846024157,gp
61073.265037373734,3763.219709555833,r,718.8707253580025,gp
61073.87031818182,3703.434350892896,r,628.1238420186115,gp
61074.4755989899,3640.311271903487,r,535.1013133089909,gp
61075.08087979798,3572.357544898099,r,445.7277444915875,gp
61075.686160606056,3498.061712194067,r,369.0568034561336,gp
61076.29144141414,3415.9212774628977,r,317.3188986999053,gp
61076.89672222222,3326.915951231411,r,292.8584863905377,gp
61077.5020030303,3236.304370253114,r,279.7626247196391,gp
61078.107283838384,3149.7585550778967,r,265.5830340719771,gp
61078.71256464646,3072.955630298289,r,247.96845777311995,gp
61079.31784545454,3011.5889686958144,r,234.1412365328173,gp
61079.92312626263,2968.261766853884,r,229.52195267362742,gp
61080.528407070706,2936.7957291453495,r,222.23832688424923,gp
61081.133687878784,2909.4925156970166,r,204.65035148374707,gp
61081.73896868687,2878.659639958001,r,182.90497869374497,gp
61082.34424949495,2836.602533524183,r,182.35273043730518,gp
61082.94953030303,2778.68953107591,r,219.56242916500074,gp
61083.55481111111,2707.4616572482773,r,268.75425232166526,gp
61084.16009191919,2626.447174262892,r,309.94989442027526,gp
61084.76537272727,2539.1445767429686,r,334.190836629219,gp
61085.37065353535,2449.0317560872136,r,337.9115362719398,gp
61085.975934343434,2359.5751221203645,r,320.65869819786315,gp
61086.58121515151,2274.2386998208385,r,284.63170792509527,gp
61087.18649595959,2196.493218761563,r,235.4198304589991,gp
61087.79177676768,2129.8252130229157,r,184.51918220232622,gp
61088.397057575756,2077.6807400675098,r,152.42701126655808,gp
61089.002338383834,2040.128928119524,r,140.54223836661149,gp
61089.60761919192,2012.2624052392166,r,125.76721795824808,gp
61090.2129,1988.7951958349477,r,129.64567502769012,gp
61036.3323,10038.987938059916,z,486.117445386568,gp
61037.03766161617,10610.364150085366,z,451.3851544989596,gp
