flt_nm,mjd,fluxcal,fluxcalerr,processing
482.7,57271.08475757576,73.28149440485328,8.624890424678647,gp
482.7,57272.024545454544,67.80655556450495,7.9334996911103115,gp
482.7,57272.96433333333,62.35309859770291,7.080318163136887,gp
482.7,57273.90412121212,57.027319368470444,6.0889232970545955,gp
482.7,57274.84390909091,51.935663327397435,5.016339946191209,gp
482.7,57275.783696969695,47.18538711451083,3.999606705658841,gp
482.7,57276.72348484848,42.883669161792966,3.3582928947089554,gp
482.7,57277.66327272727,39.08071196834675,3.5237694017585666,gp
482.7,57278.60306060606,35.74848145773154,4.464916977775709,gp
482.7,57279.542848484845,32.85121237967144,5.750542746390028,gp
482.7,57280.48263636363,30.354628013808053,7.120734966174167,gp
482.7,57281.422424242424,28.226239329572934,8.461370495424665,gp
482.7,57282.36221212121,26.435199002758054,9.717639224395619,gp
482.7,57283.301999999996,24.95216131554855,10.859131271103408,gp
482.7,57284.24178787879,23.749147434732777,11.866933404888492,gp
482.7,57285.181575757575,22.79941557969579,12.728394011287483,gp
482.7,57286.12136363636,22.077335607839245,13.434744880873922,gp
482.7,57287.06115151515,21.558267559581793,13.979908594881081,gp
482.7,57288.00093939394,21.21844371758499,14.359855380128097,gp
482.7,57288.940727272726,21.034853746411017,14.572244611898007,gp
482.7,57289.88051515151,20.9851324886628,14.616232807042127,gp
482.7,57290.820303030305,21.04745000219799,14.492394087342594,gp
482.7,57291.76009090909,21.20040343014844,14.2027310910977,gp
482.7,57292.69987878788,21.422910301299595,13.750774259129845,gp
482.7,57293.63966666666,21.69410286283204,13.141785310542806,gp
482.7,57294.579454545456,21.99322305059536,12.383104546299522,gp
482.7,57295.51924242424,22.299517703910226,11.484722975398306,gp
482.7,57296.45903030303,22.59213363247514,10.460242977928912,gp
482.7,57297.39881818182,22.850012142112178,9.328571439350576,gp
482.7,57298.338606060606,23.051782624097115,8.117106909951687,gp
482.7,57299.27839393939,23.175654809383104,6.868182670506312,gp
482.7,57300.21818181818,23.199309284338767,5.652787620699018,gp
482.7,57301.15796969697,23.099785858569433,4.598480311715251,gp
482.7,57302.09775757576,22.853369367993793,3.9233009131489784,gp
482.7,57303.03754545454,22.440581741091492,3.838865782404715,gp
482.7,57303.977333333336,21.87943991550094,4.164127203834061,gp
482.7,57304.91712121212,21.204595593376403,4.5710031131797075,gp
482.7,57305.85690909091,20.450089312236358,4.861541227956072,gp
482.7,57306.79669696969,19.649435098895864,4.947358268187333,gp
482.7,57307.73648484849,18.8357915991649,4.804494671397124,gp
482.7,57308.67627272727,18.042131727017868,4.458248587496939,gp
482.7,57309.61606060606,17.301411471167608,3.997532891864151,gp
482.7,57310.55584848485,16.646738494386653,3.6209059361537177,gp
482.7,57311.49563636364,16.111406133092203,3.6584092622657063,gp
482.7,57312.43542424242,15.713634607159324,4.264708297490543,gp
482.7,57313.37521212121,15.44240957994612,5.195411221217259,gp
482.7,57314.315,15.28388024348112,6.224127397755447,gp
482.7,57315.25478787879,15.224660329110186,7.2238831814642674,gp
482.7,57316.194575757574,15.251762591281647,8.12576121547181,gp
482.7,57317.13436363637,15.352534660828308,8.889739514356064,gp
482.7,57318.07415151515,15.514596029191036,9.491115794121267,gp
482.7,57319.01393939394,15.725775928636807,9.914346683008969,gp
482.7,57319.953727272725,15.974051876253128,10.150121222657296,gp
482.7,57320.89351515152,16.24748865153535,10.193931564420032,gp
482.7,57321.833303030304,16.534177478592923,10.045426927034686,gp
482.7,57322.77309090909,16.822175184529407,9.708266372167579,gp
482.7,57323.712878787876,17.099443105193657,9.190398075060289,gp
482.7,57324.65266666667,17.3537855085288,8.504851503060936,gp
482.7,57325.592454545455,17.572787303899084,7.671344977031323,gp
482.7,57326.53224242424,17.74375080320626,6.719448023701339,gp
482.7,57327.47203030303,17.85363129625283,5.695053823155607,gp
482.7,57328.41181818182,17.888971198654744,4.674149466951875,gp
482.7,57329.351606060605,17.835855986383727,3.789882479071603,gp
482.7,57330.29139393939,17.693751298846507,3.2270092281044667,gp
482.7,57331.231181818184,17.498975702117022,3.1347125058616627,gp
482.7,57332.17096969697,17.284691390617034,3.487305989958811,gp
482.7,57333.110757575756,17.060792239787062,3.976512808630259,gp
482.7,57334.05054545455,16.833378485282452,4.3828267461067405,gp
482.7,57334.990333333335,16.60842766315897,4.610238971181484,gp
482.7,57335.93012121212,16.391825705138118,4.632804149499403,gp
482.7,57336.86990909091,16.18939756364965,4.4713910269296715,gp
482.7,57337.8096969697,16.006937482467613,4.192461445844369,gp
482.7,57338.749484848486,15.85023902737975,3.9166692474746156,gp
482.7,57339.68927272727,15.72491207463461,3.8067209632720083,gp
482.7,57340.629060606065,15.629809205830405,3.883048991521466,gp
482.7,57341.56884848485,15.555747420250725,3.994739503883159,gp
482.7,57342.50863636364,15.493082016176963,4.042078926540601,gp
482.7,57343.44842424242,15.432128944221532,4.025305176860805,gp
482.7,57344.388212121215,15.363117089942271,4.065208264986824,gp
482.7,57345.328,15.276140113420865,4.398536818344424,gp
754.6,57252.293,235.20482660944566,8.239004842148722,gp
754.6,57253.2728989899,241.87414458878686,7.125101857196549,gp
754.6,57254.252797979796,248.67732623868892,6.436361599444107,gp
754.6,57255.232696969695,255.56396044823734,6.072967527282588,gp
754.6,57256.212595959594,262.483606926427,5.998819892330828,gp
754.6,57257.19249494949,269.38417205754934,6.237571815201281,gp
754.6,57258.17239393939,276.1989860083723,6.759402449867237,gp
754.6,57259.15229292929,282.81959644831727,7.40488232423781,gp
754.6,57260.13219191919,289.12298165752645,8.020707593094313,gp
754.6,57261.11209090909,294.9853962735283,8.516603914311835,gp
754.6,57262.09198989899,300.28218393877273,8.852581763264805,gp
754.6,57263.07188888889,304.8875701840768,9.027188459676495,gp
754.6,57264.05178787879,308.67445386545904,9.071211579329397,gp
754.6,57265.031686868686,311.5141968971633,9.04400589907655,gp
754.6,57266.011585858585,313.2764120231171,9.02739599099148,gp
754.6,57266.991484848484,313.8446121137996,9.099963592143125,gp
754.6,57267.97138383838,313.247267670506,9.228798379877064,gp
754.6,57268.95128282828,311.59048797440687,9.322618295542714,gp
754.6,57269.93118181818,308.9792353189017,9.304393843296893,gp
754.6,57270.91108080808,305.5167089360391,9.120435413765907,gp
754.6,57271.89097979798,301.30451497233605,8.7427896903439,gp
754.6,57272.87087878788,296.4428344328402,8.171227150343418,gp
754.6,57273.85077777778,291.0305893001831,7.439102844500538,gp
754.6,57274.83067676768,285.1656070325464,6.627479347595662,gp
754.6,57275.810575757576,278.94478364309816,5.890380554821123,gp
754.6,57276.790474747475,272.4645476203343,5.469063463745116,gp
754.6,57277.770373737374,265.82921470866324,5.550809212634593,gp
754.6,57278.75027272727,259.1178251285651,6.046595307505589,gp
754.6,57279.73017171717,252.36098108507426,6.695370963108048,gp
754.6,57280.71007070707,245.58553025924104,7.311464565122379,gp
754.6,57281.68996969697,238.81812232198638,7.804156995507256,gp
754.6,57282.66986868687,232.08525688176715,8.150044800131838,gp
754.6,57283.64976767677,225.41333118204204,8.37322582531639,gp
754.6,57284.62966666667,218.82884235033546,8.532909872443783,gp
754.6,57285.60956565657,212.37100900665473,8.683518167254519,gp
754.6,57286.589464646466,206.10112637116757,8.847301852287588,gp
754.6,57287.569363636365,200.08284336194183,9.06068981136251,gp
754.6,57288.549262626264,194.3795300247897,9.37285271390625,gp
754.6,57289.52916161616,189.0235908410193,9.780972657627903,gp
754.6,57290.50906060606,184.000278806966,10.20192251473823,gp
754.6,57291.48895959596,179.29128497676953,10.558619527586444,gp
754.6,57292.46885858586,174.87869056703335,10.79446992475699,gp
754.6,57293.44875757576,170.74494087348722,10.874043390645728,gp
754.6,57294.42865656566,166.8728195842678,10.7815312944678,gp
754.6,57295.40855555556,163.24542345957406,10.519339151809902,gp
754.6,57296.38845454546,159.84613734790236,10.107454592556365,gp
754.6,57297.368353535356,156.65862858807833,9.583195312243694,gp
754.6,57298.348252525255,153.67116081365594,8.985368130768796,gp
754.6,57299.328151515154,150.88209969212,8.337607116719035,gp
754.6,57300.30805050505,148.29139375171826,7.689158853231857,gp
754.6,57301.287949494945,145.8992146389711,7.130437646171516,gp
754.6,57302.267848484844,143.7059591197813,6.789433777080451,gp
754.6,57303.24774747474,141.70492586477803,6.75066879842254,gp
754.6,57304.22764646464,139.85778589033686,6.879549042006149,gp
754.6,57305.20754545454,138.1177167760672,6.999045163608536,gp
754.6,57306.18744444444,136.4379775587584,6.9854627862770995,gp
754.6,57307.16734343434,134.77183385856893,6.77485833579695,gp
754.6,57308.14724242424,133.07248280623475,6.3583350975889195,gp
754.6,57309.12714141414,131.292977849679,5.785063422656166,gp
754.6,57310.10704040404,129.38615334841433,5.180280969541867,gp
754.6,57311.086939393936,127.304548864021,4.76776490231604,gp
754.6,57312.066838383835,125.01142841077257,4.781248820829441,gp
754.6,57313.046737373734,122.54599282876387,5.10345700263086,gp
754.6,57314.02663636363,119.979214808795,5.4966652646743865,gp
754.6,57315.00653535353,117.38193221352566,5.832553010227425,gp
754.6,57315.98643434343,114.82485345771192,6.092662163884721,gp
754.6,57316.96633333333,112.37867450634593,6.3366039983847555,gp
754.6,57317.94623232323,110.10581729520726,6.645624260289506,gp
754.6,57318.92613131313,108.00455467267227,6.969309666623112,gp
754.6,57319.90603030303,106.04354424623466,7.206670309373644,gp
754.6,57320.88592929293,104.19143757721798,7.289465194999237,gp
754.6,57321.865828282826,102.41699330895534,7.1879838022433304,gp
754.6,57322.845727272725,100.6890274661053,6.911763547778788,gp
754.6,57323.825626262624,98.97636379590762,6.512276399804474,gp
754.6,57324.80552525252,97.24778409120177,6.086674202356518,gp
754.6,57325.78542424242,95.47771756298783,5.762334241540328,gp
754.6,57326.76532323232,93.72793276430366,5.552507172701811,gp
754.6,57327.74522222222,92.12832375998698,5.394609451398136,gp
754.6,57328.72512121212,90.81076824086551,5.292405043246952,gp
754.6,57329.70502020202,89.90377040710774,5.330806247751091,gp
754.6,57330.68491919192,89.44359653290905,5.571052029020079,gp
754.6,57331.66481818182,89.37066916250672,6.008253051831876,gp
754.6,57332.644717171715,89.61898114322042,6.545201497666778,gp
754.6,57333.624616161615,90.12095243927507,7.037354166609013,gp
754.6,57334.60451515151,90.8092990368304,7.392429122976937,gp
754.6,57335.58441414141,91.6169808816233,7.568767223685417,gp
754.6,57336.56431313131,92.47709212944397,7.567686553795244,gp
754.6,57337.54421212121,93.32275153612613,7.430217651855363,gp
754.6,57338.52411111111,94.0869928527868,7.236061677786212,gp
754.6,57339.50401010101,94.70271829604422,7.095886019375949,gp
754.6,57340.48390909091,95.1127591863206,7.065133070950081,gp
754.6,57341.46380808081,95.28099414896684,7.0647578985718,gp
754.6,57342.443707070706,95.17354220323284,7.027320708370804,gp
754.6,57343.423606060605,94.75600962173775,6.943056626177936,gp
754.6,57344.403505050504,93.9934339314338,6.876764249195174,gp
754.6,57345.3834040404,92.85023063915071,6.971833228917986,gp
754.6,57346.3633030303,91.31955072675436,7.381793476007253,gp
754.6,57347.3432020202,89.49474947534452,8.13136856368532,gp
754.6,57348.3231010101,87.49025236485596,9.225254409565466,gp
754.6,57349.303,85.42013246272211,10.68685916506966,gp
622.3,57252.291,135.3515390692242,6.175097527089313,gp
622.3,57253.2307979798,140.41184699403877,5.516691931003305,gp
622.3,57254.17059595959,145.78624172471615,5.352404644994696,gp
622.3,57255.110393939394,151.63138459838297,5.202603611920729,gp
622.3,57256.05019191919,158.10537377062482,5.034646196853638,gp
622.3,57256.98998989899,165.33870414907165,5.2150124343856845,gp
622.3,57257.929787878784,173.20798867923028,6.049585192159076,gp
622.3,57258.869585858585,181.44867946083085,7.316593690395439,gp
622.3,57259.80938383838,189.78720238443137,8.633983928911652,gp
622.3,57260.74918181818,197.9492022150592,9.785813144225886,gp
622.3,57261.688979797975,205.6582894354224,10.671930563249273,gp
622.3,57262.628777777776,212.6346230716824,11.263506770280356,gp
622.3,57263.56857575757,218.59347921632624,11.58470215439904,gp
622.3,57264.50837373737,223.2437998791885,11.707130158043256,gp
622.3,57265.448171717166,226.28671672904164,11.74661324155462,gp
622.3,57266.38796969697,227.41423238563704,11.850562222038704,gp
622.3,57267.32776767677,226.45209084718897,12.101065538533462,gp
622.3,57268.26756565656,223.61697618177783,12.379231867601526,gp
622.3,57269.207363636364,219.1844236844409,12.542284571058902,gp
622.3,57270.14716161616,213.420698437417,12.478818238148811,gp
622.3,57271.08695959596,206.5841395848082,12.114118222885292,gp
622.3,57272.02675757575,198.926473543871,11.40850772008119,gp
622.3,57272.966555555555,190.69410106716177,10.356478215006327,gp
622.3,57273.90635353535,182.12936298331167,8.99181117465196,gp
622.3,57274.84615151515,173.47178936961964,7.407720676777836,gp
622.3,57275.785949494944,164.95933685485318,5.817800095400333,gp
622.3,57276.725747474746,156.8313389688184,4.698007691943105,gp
622.3,57277.66554545454,149.39533028080695,4.655322935948173,gp
622.3,57278.60534343434,142.8597243925302,5.54719833511519,gp
622.3,57279.54514141414,137.1037537272658,6.598756409108077,gp
622.3,57280.48493939394,131.97539172788848,7.399835506072497,gp
622.3,57281.42473737374,127.32487772878471,7.822901045149468,gp
622.3,57282.36453535353,123.00400749504264,7.884562364444085,gp
622.3,57283.30433333333,118.86542853701329,7.711947166494951,gp
622.3,57284.24413131313,114.76193762187151,7.5446058029646865,gp
622.3,57285.18392929293,110.58790719548074,7.6493558922470015,gp
622.3,57286.12372727272,106.46674254022552,8.014770583736205,gp
622.3,57287.063525252524,102.5995519537793,8.573529563591764,gp
622.3,57288.00332323232,99.18811268635162,9.349707963825988,gp
622.3,57288.94312121212,96.41285253094662,10.404697034800462,gp
622.3,57289.882919191914,94.27368048822532,11.619277281314647,gp
622.3,57290.822717171715,92.68556278583259,12.809034638877089,gp
622.3,57291.76251515151,91.56507075613783,13.837220379349604,gp
622.3,57292.70231313131,90.83052195727868,14.609816748127745,gp
622.3,57293.64211111111,90.40158296187846,15.064544248390026,gp
622.3,57294.581909090906,90.19887645797176,15.162594028658853,gp
622.3,57295.52170707071,90.1435912100165,14.883731966846481,gp
622.3,57296.4615050505,90.15709343614432,14.224158034519911,gp
622.3,57297.4013030303,90.16053816135963,13.196925183939403,gp
622.3,57298.3411010101,90.07447910519286,11.835788644808805,gp
622.3,57299.2808989899,89.81847565634118,10.205709290011182,gp
622.3,57300.22069696969,89.31069547614089,8.429469118400982,gp
622.3,57301.160494949494,88.46751125706942,6.754801177569752,gp
622.3,57302.10029292929,87.20309014226409,5.678677322870364,gp
622.3,57303.04009090909,85.44718635693242,5.768359004695499,gp
622.3,57303.97988888888,83.26343701062454,6.623039821143409,gp
622.3,57304.919686868685,80.77504072846095,7.537094220655874,gp
622.3,57305.859484848486,78.10349224381355,8.149374059424582,gp
622.3,57306.79928282828,75.36888611745937,8.318704883996595,gp
622.3,57307.73908080808,72.69052716418074,8.013858910868853,gp
622.3,57308.678878787876,70.1875373584413,7.280408130144318,gp
622.3,57309.61867676768,67.97946149137317,6.257241672814087,gp
622.3,57310.55847474747,66.18687384679095,5.251189520750202,gp
622.3,57311.49827272727,64.93117521121606,4.825682446321627,gp
622.3,57312.43807070707,64.24196081481023,5.220761739195629,gp
622.3,57313.37786868687,63.97083015330096,5.855037187625631,gp
622.3,57314.31766666666,63.95065411049111,6.316308189586015,gp
622.3,57315.25746464646,64.01515363697266,6.5007903833230145,gp
622.3,57316.19726262626,64.0268948285774,6.5209128791400275,gp
622.3,57317.13706060606,63.96514548323173,6.65511824173599,gp
622.3,57318.07685858585,63.83789978485393,7.158607242927218,gp
622.3,57319.016656565655,63.65076954578579,7.838046263760076,gp
622.3,57319.956454545456,63.40821404759021,8.421481821876394,gp
622.3,57320.89625252525,63.11402897746714,8.741371606965856,gp
622.3,57321.83605050505,62.77136671005547,8.723912189780464,gp
622.3,57322.775848484845,62.38275370133321,8.371596576559567,gp
622.3,57323.71564646465,61.950105082738666,7.7601641734878095,gp
622.3,57324.65544444444,61.474736512371365,7.046940728583716,gp
622.3,57325.59524242424,60.95653390906775,6.459488710000681,gp
622.3,57326.53504040404,60.36579246349018,6.029525478685296,gp
622.3,57327.47483838384,59.63637972523438,5.549284161471332,gp
622.3,57328.41463636363,58.698912469776744,4.9440999500127605,gp
622.3,57329.35443434343,57.482799564306156,4.391397420207262,gp
622.3,57330.29423232323,56.02433059425313,4.218836522039943,gp
622.3,57331.23403030303,54.6490803582468,4.598421956315322,gp
622.3,57332.17382828283,53.621409180249785,5.516898869767496,gp
622.3,57333.113626262624,52.92639783204029,6.505427659508012,gp
622.3,57334.053424242426,52.50613513265626,7.238356584741735,gp
622.3,57334.99322222222,52.303745238512896,7.567042218889503,gp
622.3,57335.93302020202,52.2631088613747,7.447187357841341,gp
622.3,57336.872818181815,52.32858689605973,6.9182935457790755,gp
622.3,57337.81261616162,52.44474543390781,6.12568699783818,gp
622.3,57338.75241414141,52.556081142156025,5.387415470967981,gp
622.3,57339.69221212121,52.607580483897216,5.208618867925711,gp
622.3,57340.632010101006,52.5703342229012,5.626501998629497,gp
622.3,57341.57180808081,52.446392469640834,6.108021489071488,gp
622.3,57342.5116060606,52.23889775311803,6.327038595579697,gp
622.3,57343.4514040404,51.950258432394264,6.2354014437079925,gp
622.3,57344.3912020202,51.58216187964636,6.080271081213085,gp
622.3,57345.331,51.1355845930433,6.468741268260362,gp
869.1,57252.296,157.7245562903397,11.103766041246558,gp
869.1,57253.2758989899,164.4297122179616,9.459481034892404,gp
869.1,57254.2557979798,171.85294505191453,8.425528908400947,gp
869.1,57255.2356969697,180.4467541125829,7.651787567400603,gp
869.1,57256.2155959596,190.66718529803018,7.145829960565963,gp
869.1,57257.1954949495,202.86786691814063,7.272442553595096,gp
869.1,57258.1753939394,216.8603342394735,8.207451675181035,gp
869.1,57259.155292929296,232.204149594414,9.476901950022851,gp
869.1,57260.135191919195,248.42933711857972,10.590912523300767,gp
869.1,57261.115090909094,265.0682371597637,11.29155466197566,gp
869.1,57262.09498989899,281.65387778011024,11.47305869998569,gp
869.1,57263.07488888889,297.7183031426168,11.137800130690655,gp
869.1,57264.05478787879,312.7908986432451,10.398705734740405,gp
869.1,57265.03468686869,326.39670838059965,9.522896889619773,gp
869.1,57266.01458585859,338.05474054112483,8.98893742376433,gp
869.1,57266.99448484849,347.32449231214156,9.327761035216344,gp
869.1,57267.97438383839,354.2019767079489,10.342559957567234,gp
869.1,57268.95428282829,358.9148484058171,11.481726283647781,gp
869.1,57269.934181818186,361.684538015094,12.37116049632614,gp
869.1,57270.914080808085,362.72464702248817,12.807072112546372,gp
869.1,57271.893979797984,362.2416811292016,12.695331649961409,gp
869.1,57272.87387878788,360.4357641627783,12.019260928233427,gp
869.1,57273.85377777778,357.5013344199642,10.837396222072632,gp
869.1,57274.83367676768,353.6278252554646,9.317075561423136,gp
869.1,57275.81357575758,349.00033169383033,7.833183308334395,gp
869.1,57276.79347474747,343.79522187628885,7.1013659565568785,gp
869.1,57277.77337373737,338.03244880893726,7.660274213542778,gp
869.1,57278.75327272727,331.6414172527424,9.10247563727152,gp
869.1,57279.73317171717,324.66570587625245,10.696877562085094,gp
869.1,57280.71307070707,317.15500902353193,12.043092064124627,gp
869.1,57281.69296969697,309.15618481085994,12.974871348165445,gp
869.1,57282.67286868687,300.71344047037763,13.450471350459736,gp
869.1,57283.652767676766,291.86850996051265,13.509814425432632,gp
869.1,57284.632666666665,282.6612662527025,13.260947688252289,gp
869.1,57285.612565656564,273.165494519534,12.830404516483014,gp
869.1,57286.59246464646,263.51530829810554,12.339280787477259,gp
869.1,57287.57236363636,253.8496199902727,11.996052261983099,gp
869.1,57288.55226262626,244.306139454676,12.077198295632659,gp
869.1,57289.53216161616,235.00211002463547,12.62809000102814,gp
869.1,57290.51206060606,226.02431506567703,13.339081311455384,gp
869.1,57291.49195959596,217.4574081837353,13.932856498031919,gp
869.1,57292.47185858586,209.38678842479294,14.234818779795486,gp
869.1,57293.451757575756,201.89892262740415,14.163976212241517,gp
869.1,57294.431656565655,195.08166998623494,13.718746250835297,gp
869.1,57295.411555555555,189.02460969444655,12.972231347350244,gp
869.1,57296.39145454545,183.8193725369396,12.075389256348934,gp
869.1,57297.37135353535,179.55956690836365,11.252455262875879,gp
869.1,57298.35125252525,176.2477890170309,10.632877072559552,gp
869.1,57299.33115151515,173.67681804809004,10.06955295847928,gp
869.1,57300.31105050505,171.6121848996256,9.474761537734981,gp
869.1,57301.29094949495,169.82065512412302,8.948541091585174,gp
869.1,57302.27084848485,168.0694252949623,8.800907289068281,gp
869.1,57303.25074747475,166.1646294254982,9.289802031420471,gp
869.1,57304.230646464646,164.0822658508,10.054852636189997,gp
869.1,57305.210545454545,161.84363395621017,10.661113583633094,gp
869.1,57306.190444444444,159.46899685279791,10.845706526848797,gp
869.1,57307.17034343434,156.97765757474892,10.485049812355381,gp
869.1,57308.15024242424,154.38803326271463,9.561363642509496,gp
869.1,57309.13014141414,151.7177266226214,8.166609138571326,gp
869.1,57310.11004040404,148.98359485300352,6.574717406356511,gp
869.1,57311.08993939394,146.20181622690924,5.443016024724394,gp
869.1,57312.06983838384,143.38766159589767,5.629900321405996,gp
869.1,57313.04973737374,140.55383894055623,6.548754551981248,gp
869.1,57314.02963636364,137.71171250260642,7.324547480307693,gp
869.1,57315.009535353536,134.87219114406437,7.668410274089202,gp
869.1,57315.989434343435,132.04577768289707,7.668970823057205,gp
869.1,57316.969333333334,129.24261392076173,7.697452004029441,gp
869.1,57317.94923232323,126.4755731380425,8.209237356399408,gp
869.1,57318.92913131313,123.7806853854737,9.019791628019748,gp
869.1,57319.90903030303,121.20470229468543,9.701788449099766,gp
869.1,57320.88892929293,118.79447455338325,9.992769993846231,gp
869.1,57321.86882828283,116.5970630648815,9.784476245700274,gp
869.1,57322.84872727273,114.65990962197503,9.097710914855375,gp
869.1,57323.82862626263,113.03100826189109,8.095375243694349,gp
869.1,57324.80852525253,111.75907775415607,7.13707653508473,gp
869.1,57325.78842424242,110.88412222606757,6.740654894198178,gp
869.1,57326.76832323232,110.30064657687313,6.829341659483324,gp
869.1,57327.74822222222,109.78965413377546,6.925842559828586,gp
869.1,57328.728121212116,109.1290505588048,6.888635094019878,gp
869.1,57329.708020202015,108.11262274570095,6.95298872714183,gp
869.1,57330.687919191914,106.94448445236043,7.381253495913917,gp
869.1,57331.66781818181,106.22950224951353,8.28858256967847,gp
869.1,57332.64771717171,106.18037845736666,9.466226107827023,gp
869.1,57333.62761616161,106.67963280076907,10.523641222210136,gp
869.1,57334.60751515151,107.60197394146917,11.22822415952107,gp
869.1,57335.58741414141,108.8232580666616,11.482686038099,gp
869.1,57336.56731313131,110.22005504601913,11.29640326136472,gp
869.1,57337.54721212121,111.66921616580345,10.783357119066341,gp
869.1,57338.52711111111,113.04744231103126,10.177157195404027,gp
869.1,57339.507010101006,114.23096504040188,9.82270238807316,gp
869.1,57340.486909090905,115.11339064835141,9.87701558383551,gp
869.1,57341.466808080804,115.62547831462604,10.03476146458919,gp
869.1,57342.4467070707,115.70120230580312,10.02549042625759,gp
869.1,57343.4266060606,115.27267319147154,9.75455171531914,gp
869.1,57344.4065050505,114.2699018844944,9.328988903975752,gp
869.1,57345.3864040404,112.62056464170644,9.075567259851615,gp
869.1,57346.3663030303,110.3040890919595,9.353343895501258,gp
869.1,57347.3462020202,107.48307210709203,10.139578818568939,gp
869.1,57348.3261010101,104.3577001521054,11.44642914949024,gp
869.1,57349.306,101.12677890979307,13.448515321272803,gp
